project_name,functional_unit,metal,production_route,recycled_content_pct,electricity_kWh_per_FU,electricity_grid_region,fuel_MJ_per_FU,fuel_type,transport_mode,transport_distance_km,process_yield_pct,end_of_life_recycle_rate_pct,product_lifetime_years,region,data_confidence
Al-proj-2212,1 tonne,Aluminium,secondary,70,3506,EU-Grid,424,coal,truck,951,88,73,49,China,user
Co-proj-2213,1 tonne,Copper,primary,60,14716,CN-Grid,1109,natural_gas,ship,1884,92,86,48,USA,user
Co-proj-2214,1 tonne,Copper,primary,21,5748,EU-Grid,832,natural_gas,ship,1362,98,23,44,China,user
Al-proj-2215,1 tonne,Aluminium,mix,21,4583,IN-Grid,564,oil,ship,1454,88,34,12,India,user
Co-proj-2216,1 tonne,Copper,secondary,82,5042,CN-Grid,1890,coal,ship,1444,99,42,33,Europe,extracted
Co-proj-2217,1 tonne,Copper,mix,43,2638,US-Grid,283,oil,rail,1849,94,79,21,Europe,predicted
Co-proj-2218,1 tonne,Copper,secondary,24,5134,US-Grid,819,coal,truck,780,97,70,46,Europe,user
Co-proj-2219,1 tonne,Copper,mix,80,6988,CN-Grid,1299,natural_gas,truck,1406,90,22,50,China,user
Al-proj-2220,1 tonne,Aluminium,primary,35,10049,US-Grid,1881,natural_gas,ship,1359,92,72,37,Europe,predicted
Co-proj-2221,1 tonne,Copper,primary,86,5873,CN-Grid,973,oil,rail,1228,89,65,47,China,user
Co-proj-2222,1 tonne,Copper,secondary,31,2618,EU-Grid,1174,oil,rail,1005,92,30,42,Europe,predicted
Co-proj-2223,1 tonne,Copper,primary,88,23543,US-Grid,1985,oil,ship,217,91,77,11,India,predicted
Co-proj-2224,1 tonne,Copper,mix,27,6309,CN-Grid,1180,biomass,rail,1291,93,64,10,Europe,predicted
Al-proj-2225,1 tonne,Aluminium,mix,89,3712,EU-Grid,108,oil,rail,61,91,94,18,China,extracted
Co-proj-2226,1 tonne,Copper,mix,81,3144,IN-Grid,1781,oil,truck,1996,93,60,41,China,predicted
Co-proj-2227,1 tonne,Copper,mix,46,1981,CN-Grid,1826,biomass,truck,1650,87,30,7,Europe,user
Co-proj-2228,1 tonne,Copper,mix,76,4703,CN-Grid,1024,oil,ship,1104,91,89,30,Europe,extracted
Al-proj-2229,1 tonne,Aluminium,primary,25,8504,EU-Grid,1551,natural_gas,rail,873,96,66,25,India,user
Al-proj-2230,1 tonne,Aluminium,primary,26,9053,EU-Grid,974,biomass,rail,1745,88,53,16,USA,extracted
Co-proj-2231,1 tonne,Copper,primary,85,16249,EU-Grid,349,natural_gas,rail,1667,97,80,16,India,extracted
Al-proj-2232,1 tonne,Aluminium,secondary,29,1634,CN-Grid,1060,oil,rail,542,98,71,47,India,user
Al-proj-2233,1 tonne,Aluminium,primary,54,2071,IN-Grid,1197,oil,truck,865,88,62,10,Europe,predicted
Co-proj-2234,1 tonne,Copper,secondary,73,4788,US-Grid,844,coal,rail,283,99,73,8,India,user
Co-proj-2235,1 tonne,Copper,secondary,73,6771,US-Grid,732,biomass,ship,1393,98,31,30,China,extracted
Co-proj-2236,1 tonne,Copper,primary,89,8845,CN-Grid,134,coal,ship,737,94,35,43,Europe,extracted
Al-proj-2237,1 tonne,Aluminium,primary,89,2424,US-Grid,236,natural_gas,truck,423,95,47,37,USA,user
Co-proj-2238,1 tonne,Copper,secondary,70,4723,EU-Grid,1216,coal,truck,266,91,35,11,USA,user
Al-proj-2239,1 tonne,Aluminium,primary,88,9101,IN-Grid,207,natural_gas,rail,448,94,31,37,China,extracted
Al-proj-2240,1 tonne,Aluminium,secondary,59,2266,US-Grid,196,biomass,ship,287,97,30,40,Europe,predicted
Al-proj-2241,1 tonne,Aluminium,primary,86,13057,CN-Grid,435,natural_gas,rail,501,98,28,14,USA,predicted
Co-proj-2242,1 tonne,Copper,mix,43,7427,CN-Grid,572,biomass,truck,793,99,83,44,India,predicted
Al-proj-2243,1 tonne,Aluminium,secondary,26,3336,US-Grid,1478,natural_gas,truck,349,93,62,42,India,extracted
Al-proj-2244,1 tonne,Aluminium,secondary,70,2406,EU-Grid,664,natural_gas,ship,592,97,40,7,USA,user
Co-proj-2245,1 tonne,Copper,secondary,86,1527,EU-Grid,1425,oil,ship,1200,93,84,21,India,predicted
Al-proj-2246,1 tonne,Aluminium,mix,20,4401,IN-Grid,769,natural_gas,truck,733,93,93,13,USA,extracted
Al-proj-2247,1 tonne,Aluminium,secondary,72,908,CN-Grid,928,biomass,truck,1078,90,41,33,India,predicted
Al-proj-2248,1 tonne,Aluminium,mix,68,3565,CN-Grid,161,biomass,truck,1486,90,78,34,China,predicted
Co-proj-2249,1 tonne,Copper,secondary,81,4104,EU-Grid,1880,biomass,rail,956,86,35,50,Europe,extracted
Co-proj-2250,1 tonne,Copper,mix,23,6575,CN-Grid,378,coal,ship,460,88,91,21,India,predicted
Co-proj-2251,1 tonne,Copper,mix,64,7320,IN-Grid,1605,coal,ship,745,94,80,23,USA,predicted
Co-proj-2252,1 tonne,Copper,primary,75,17768,CN-Grid,1371,coal,truck,1496,89,63,49,USA,user
Co-proj-2253,1 tonne,Copper,primary,45,24347,CN-Grid,705,oil,rail,1540,92,47,39,China,user
Al-proj-2254,1 tonne,Aluminium,primary,73,5354,IN-Grid,311,biomass,truck,1734,88,66,19,Europe,user
Al-proj-2255,1 tonne,Aluminium,mix,24,5000,CN-Grid,1792,coal,ship,99,95,59,46,India,user
Al-proj-2256,1 tonne,Aluminium,mix,64,4252,CN-Grid,1547,natural_gas,truck,1124,92,85,18,India,predicted
Co-proj-2257,1 tonne,Copper,mix,76,1363,US-Grid,474,coal,ship,450,97,81,46,Europe,extracted
Al-proj-2258,1 tonne,Aluminium,mix,60,4822,CN-Grid,1065,coal,truck,552,88,62,43,USA,user
Al-proj-2259,1 tonne,Aluminium,mix,38,2930,EU-Grid,1568,oil,truck,1303,92,41,21,Europe,user
Al-proj-2260,1 tonne,Aluminium,primary,77,5721,EU-Grid,1947,coal,truck,190,98,31,24,China,predicted
Al-proj-2261,1 tonne,Aluminium,mix,46,3164,CN-Grid,1935,oil,rail,1490,89,31,47,India,predicted
Al-proj-2262,1 tonne,Aluminium,secondary,29,1958,US-Grid,801,oil,rail,740,89,80,24,India,predicted
Al-proj-2263,1 tonne,Aluminium,mix,61,4670,US-Grid,302,biomass,truck,112,96,83,29,Europe,predicted
Co-proj-2264,1 tonne,Copper,mix,34,6903,EU-Grid,119,coal,ship,871,86,46,47,USA,extracted
Co-proj-2265,1 tonne,Copper,mix,61,4810,CN-Grid,1187,natural_gas,rail,1937,97,64,43,Europe,extracted
Co-proj-2266,1 tonne,Copper,mix,86,6080,CN-Grid,198,oil,ship,1932,98,22,44,China,extracted
Al-proj-2267,1 tonne,Aluminium,secondary,72,3395,CN-Grid,334,coal,rail,1235,94,65,24,China,user
Co-proj-2268,1 tonne,Copper,secondary,66,3637,EU-Grid,989,biomass,ship,709,99,86,6,China,predicted
Al-proj-2269,1 tonne,Aluminium,secondary,60,4884,CN-Grid,294,oil,rail,202,86,65,39,USA,user
Al-proj-2270,1 tonne,Aluminium,secondary,56,3317,EU-Grid,120,oil,rail,387,85,65,9,China,user
Co-proj-2271,1 tonne,Copper,mix,90,3522,EU-Grid,1979,biomass,rail,953,89,28,40,USA,user
Al-proj-2272,1 tonne,Aluminium,secondary,33,1032,US-Grid,670,coal,truck,1341,88,70,47,USA,user
Al-proj-2273,1 tonne,Aluminium,mix,86,586,CN-Grid,1409,natural_gas,ship,50,97,71,10,China,predicted
Al-proj-2274,1 tonne,Aluminium,secondary,89,3154,IN-Grid,1066,oil,truck,109,85,22,40,Europe,user
Al-proj-2275,1 tonne,Aluminium,mix,50,4587,IN-Grid,840,natural_gas,rail,1282,94,51,26,India,user
Co-proj-2276,1 tonne,Copper,mix,70,7755,CN-Grid,905,natural_gas,ship,1888,91,71,20,USA,user
Al-proj-2277,1 tonne,Aluminium,primary,69,1484,IN-Grid,553,oil,ship,789,88,38,12,USA,extracted
Al-proj-2278,1 tonne,Aluminium,primary,27,5344,US-Grid,1633,oil,ship,655,93,67,28,USA,predicted
Co-proj-2279,1 tonne,Copper,primary,79,22927,US-Grid,1212,coal,rail,259,90,93,47,Europe,predicted
Al-proj-2280,1 tonne,Aluminium,mix,24,1446,EU-Grid,940,biomass,ship,1117,89,28,29,China,user
Co-proj-2281,1 tonne,Copper,primary,31,7480,CN-Grid,1655,natural_gas,rail,1930,96,90,19,USA,predicted
Co-proj-2282,1 tonne,Copper,secondary,21,2857,CN-Grid,923,oil,ship,1867,96,51,40,India,user
Al-proj-2283,1 tonne,Aluminium,secondary,31,4207,IN-Grid,1979,oil,ship,1470,92,46,6,India,user
Co-proj-2284,1 tonne,Copper,secondary,40,7993,US-Grid,1924,biomass,rail,546,92,51,28,Europe,predicted
Al-proj-2285,1 tonne,Aluminium,mix,34,3947,EU-Grid,1716,oil,truck,94,89,73,34,China,predicted
Al-proj-2286,1 tonne,Aluminium,mix,35,3568,CN-Grid,191,oil,ship,1254,97,21,11,USA,extracted
Co-proj-2287,1 tonne,Copper,primary,76,9624,EU-Grid,1396,oil,rail,974,92,33,42,USA,predicted
Al-proj-2288,1 tonne,Aluminium,secondary,48,4042,US-Grid,1386,oil,truck,1300,92,90,29,Europe,extracted
Co-proj-2289,1 tonne,Copper,mix,38,6976,CN-Grid,1814,biomass,rail,1018,96,53,37,India,extracted
Al-proj-2290,1 tonne,Aluminium,secondary,43,3513,US-Grid,1673,natural_gas,truck,1807,98,40,22,USA,predicted
Co-proj-2291,1 tonne,Copper,primary,28,18986,EU-Grid,1156,biomass,ship,1608,99,54,50,USA,user
Co-proj-2292,1 tonne,Copper,secondary,71,6292,IN-Grid,1475,natural_gas,ship,1055,92,70,43,Europe,predicted
Co-proj-2293,1 tonne,Copper,primary,64,10578,IN-Grid,308,coal,rail,304,85,21,10,Europe,predicted
Co-proj-2294,1 tonne,Copper,mix,39,2881,CN-Grid,1940,natural_gas,truck,477,92,90,7,Europe,predicted
Al-proj-2295,1 tonne,Aluminium,secondary,39,1298,CN-Grid,1945,biomass,truck,1837,95,61,10,Europe,user
Al-proj-2296,1 tonne,Aluminium,mix,35,2446,EU-Grid,709,natural_gas,truck,1343,99,20,12,Europe,extracted
Al-proj-2297,1 tonne,Aluminium,secondary,86,985,IN-Grid,967,oil,rail,1966,97,41,6,USA,user
Co-proj-2298,1 tonne,Copper,secondary,48,836,EU-Grid,379,oil,truck,500,90,39,11,Europe,user
Al-proj-2299,1 tonne,Aluminium,secondary,59,2143,US-Grid,367,natural_gas,truck,1085,99,39,44,India,predicted
Co-proj-2300,1 tonne,Copper,primary,65,18514,US-Grid,121,natural_gas,rail,1821,98,40,19,USA,user
Co-proj-2301,1 tonne,Copper,primary,80,11162,US-Grid,1707,oil,truck,707,91,93,31,Europe,predicted
Al-proj-2302,1 tonne,Aluminium,mix,63,2698,IN-Grid,1561,natural_gas,ship,605,91,32,49,China,predicted
Al-proj-2303,1 tonne,Aluminium,secondary,34,608,US-Grid,1839,natural_gas,rail,822,99,20,41,USA,extracted
Co-proj-2304,1 tonne,Copper,primary,52,14463,IN-Grid,830,natural_gas,truck,1784,93,21,14,Europe,predicted
Co-proj-2305,1 tonne,Copper,primary,22,12334,IN-Grid,1736,biomass,rail,479,87,80,45,China,user
Co-proj-2306,1 tonne,Copper,primary,62,4033,CN-Grid,1640,coal,rail,1833,97,84,9,India,user
Al-proj-2307,1 tonne,Aluminium,primary,26,7992,IN-Grid,982,coal,truck,1916,97,39,20,USA,predicted
Al-proj-2308,1 tonne,Aluminium,primary,73,4426,IN-Grid,680,coal,ship,479,92,21,47,Europe,extracted
Al-proj-2309,1 tonne,Aluminium,primary,56,3417,EU-Grid,1009,natural_gas,truck,1956,88,35,27,India,extracted
Al-proj-2310,1 tonne,Aluminium,primary,78,10590,US-Grid,52,natural_gas,rail,781,96,88,32,India,predicted
Al-proj-2311,1 tonne,Aluminium,secondary,88,4929,CN-Grid,544,natural_gas,ship,1563,87,39,26,USA,user
Al-proj-2312,1 tonne,Aluminium,secondary,71,2011,CN-Grid,417,natural_gas,ship,999,94,58,28,Europe,predicted
Al-proj-2313,1 tonne,Aluminium,primary,40,8298,US-Grid,1827,natural_gas,ship,1704,85,43,37,USA,extracted
Co-proj-2314,1 tonne,Copper,secondary,84,3800,EU-Grid,298,oil,truck,295,89,79,15,USA,predicted
Co-proj-2315,1 tonne,Copper,secondary,45,6309,CN-Grid,1136,natural_gas,ship,1178,95,62,22,USA,predicted
Co-proj-2316,1 tonne,Copper,primary,41,6056,CN-Grid,1858,oil,rail,1515,93,52,22,India,predicted
Co-proj-2317,1 tonne,Copper,mix,71,7211,CN-Grid,1139,natural_gas,ship,1532,96,38,13,Europe,predicted
Al-proj-2318,1 tonne,Aluminium,mix,74,2153,IN-Grid,1787,oil,ship,1699,91,82,44,USA,extracted
Co-proj-2319,1 tonne,Copper,primary,69,24984,IN-Grid,337,coal,truck,1546,90,76,22,India,predicted
Al-proj-2320,1 tonne,Aluminium,secondary,88,956,EU-Grid,1941,coal,rail,1118,96,53,17,USA,user
Co-proj-2321,1 tonne,Copper,mix,51,1294,IN-Grid,1134,coal,ship,149,90,84,19,USA,extracted
Co-proj-2322,1 tonne,Copper,primary,83,19800,CN-Grid,441,biomass,ship,377,90,91,27,India,predicted
Co-proj-2323,1 tonne,Copper,secondary,47,5795,EU-Grid,1683,oil,ship,1667,98,43,30,China,predicted
Co-proj-2324,1 tonne,Copper,mix,80,4424,US-Grid,263,biomass,rail,354,98,30,26,USA,extracted
Co-proj-2325,1 tonne,Copper,secondary,75,7450,CN-Grid,1121,biomass,ship,1410,85,41,14,USA,predicted
Co-proj-2326,1 tonne,Copper,secondary,55,934,IN-Grid,1753,coal,ship,1687,92,86,12,India,extracted
Al-proj-2327,1 tonne,Aluminium,mix,28,1582,EU-Grid,878,natural_gas,rail,1617,87,84,17,China,predicted
Co-proj-2328,1 tonne,Copper,primary,69,18320,CN-Grid,987,coal,rail,1314,92,89,36,Europe,predicted
Co-proj-2329,1 tonne,Copper,primary,70,7421,US-Grid,676,coal,rail,1492,97,39,23,China,predicted
Al-proj-2330,1 tonne,Aluminium,secondary,32,1055,IN-Grid,1297,coal,truck,59,96,76,49,USA,user
Co-proj-2331,1 tonne,Copper,secondary,85,3495,CN-Grid,1968,coal,rail,1977,90,72,5,Europe,user
Co-proj-2332,1 tonne,Copper,primary,26,5374,US-Grid,1154,natural_gas,ship,1363,89,89,22,Europe,extracted
Al-proj-2333,1 tonne,Aluminium,mix,47,1965,US-Grid,266,natural_gas,rail,1009,94,81,17,China,extracted
Al-proj-2334,1 tonne,Aluminium,primary,61,13230,EU-Grid,1613,oil,truck,152,94,31,37,Europe,user
Co-proj-2335,1 tonne,Copper,mix,71,6516,US-Grid,1299,natural_gas,ship,328,88,69,8,USA,user
Co-proj-2336,1 tonne,Copper,primary,28,23272,IN-Grid,125,natural_gas,truck,500,86,94,7,China,user
Al-proj-2337,1 tonne,Aluminium,primary,89,5510,CN-Grid,1442,coal,rail,1041,85,24,37,Europe,user
Al-proj-2338,1 tonne,Aluminium,secondary,35,4304,CN-Grid,1762,oil,truck,426,87,62,44,China,user
Co-proj-2339,1 tonne,Copper,primary,23,10003,CN-Grid,1707,natural_gas,ship,151,95,65,43,China,user
Co-proj-2340,1 tonne,Copper,primary,78,5631,IN-Grid,1195,natural_gas,truck,1513,85,55,44,USA,user
Co-proj-2341,1 tonne,Copper,primary,38,2741,EU-Grid,1818,oil,truck,1049,89,84,13,India,user
Co-proj-2342,1 tonne,Copper,secondary,78,4687,IN-Grid,462,coal,truck,1355,96,70,15,Europe,user
Co-proj-2343,1 tonne,Copper,mix,76,1492,US-Grid,437,coal,truck,1442,89,80,39,Europe,user
Co-proj-2344,1 tonne,Copper,primary,76,4868,CN-Grid,879,biomass,ship,868,98,72,47,India,user
Co-proj-2345,1 tonne,Copper,mix,48,5971,CN-Grid,304,oil,rail,1324,86,61,12,China,extracted
Al-proj-2346,1 tonne,Aluminium,secondary,82,785,US-Grid,1567,oil,ship,1552,89,56,30,India,extracted
Co-proj-2347,1 tonne,Copper,mix,63,2358,EU-Grid,297,natural_gas,ship,475,88,33,9,Europe,extracted
Al-proj-2348,1 tonne,Aluminium,mix,67,4528,CN-Grid,1574,biomass,ship,1291,92,76,13,Europe,extracted
Al-proj-2349,1 tonne,Aluminium,primary,23,4530,CN-Grid,1183,oil,truck,1459,92,71,8,USA,extracted
Co-proj-2350,1 tonne,Copper,mix,23,6518,EU-Grid,1998,coal,rail,944,97,21,10,Europe,user
Co-proj-2351,1 tonne,Copper,secondary,33,4245,CN-Grid,818,oil,rail,1259,90,20,50,China,user
Co-proj-2352,1 tonne,Copper,primary,84,17175,IN-Grid,1681,coal,ship,666,97,52,21,Europe,extracted
Co-proj-2353,1 tonne,Copper,mix,61,3884,EU-Grid,1127,natural_gas,truck,802,97,92,10,Europe,predicted
Al-proj-2354,1 tonne,Aluminium,mix,27,2432,EU-Grid,1804,oil,truck,124,94,94,35,China,user
Co-proj-2355,1 tonne,Copper,primary,77,15448,EU-Grid,1517,natural_gas,rail,156,96,58,38,USA,user
Co-proj-2356,1 tonne,Copper,mix,82,2514,IN-Grid,1034,oil,ship,1748,98,50,24,India,user
Co-proj-2357,1 tonne,Copper,mix,54,5943,EU-Grid,801,oil,truck,1370,91,57,15,China,user
Co-proj-2358,1 tonne,Copper,primary,56,5408,US-Grid,1971,biomass,rail,89,98,85,26,India,predicted
Co-proj-2359,1 tonne,Copper,primary,27,2166,EU-Grid,1031,biomass,truck,1734,96,78,6,India,user
Al-proj-2360,1 tonne,Aluminium,mix,42,4648,CN-Grid,1407,coal,rail,1467,92,56,29,India,user
Al-proj-2361,1 tonne,Aluminium,primary,25,11243,EU-Grid,545,oil,rail,1543,86,93,36,India,predicted
Co-proj-2362,1 tonne,Copper,secondary,47,1214,CN-Grid,903,natural_gas,truck,407,88,88,32,India,extracted
Al-proj-2363,1 tonne,Aluminium,mix,69,1212,EU-Grid,1391,biomass,rail,1819,98,31,40,India,predicted
Co-proj-2364,1 tonne,Copper,primary,62,2125,EU-Grid,1251,oil,ship,798,90,33,16,India,extracted
Co-proj-2365,1 tonne,Copper,primary,35,9779,EU-Grid,223,natural_gas,truck,810,99,49,30,China,predicted
Co-proj-2366,1 tonne,Copper,mix,24,3860,US-Grid,1263,oil,rail,932,88,34,32,China,user
Co-proj-2367,1 tonne,Copper,mix,87,7505,EU-Grid,784,oil,ship,573,91,34,48,China,predicted
Al-proj-2368,1 tonne,Aluminium,secondary,34,4820,US-Grid,73,oil,rail,1818,88,42,46,China,extracted
Al-proj-2369,1 tonne,Aluminium,secondary,90,3286,IN-Grid,1635,coal,truck,1530,98,73,20,India,user
Co-proj-2370,1 tonne,Copper,secondary,40,2942,IN-Grid,1327,natural_gas,truck,1763,91,58,7,China,predicted
Co-proj-2371,1 tonne,Copper,secondary,61,3775,CN-Grid,1047,coal,ship,1935,91,83,5,Europe,extracted
Al-proj-2372,1 tonne,Aluminium,mix,22,4579,US-Grid,474,natural_gas,rail,644,97,47,47,China,predicted
Al-proj-2373,1 tonne,Aluminium,mix,45,1825,EU-Grid,764,oil,truck,1022,98,40,28,India,user
Co-proj-2374,1 tonne,Copper,mix,74,4006,EU-Grid,1941,natural_gas,rail,1302,91,95,35,India,extracted
Co-proj-2375,1 tonne,Copper,secondary,25,4589,IN-Grid,737,coal,ship,1549,94,69,31,Europe,user
Co-proj-2376,1 tonne,Copper,secondary,40,1268,IN-Grid,199,biomass,rail,1220,93,54,16,India,extracted
Al-proj-2377,1 tonne,Aluminium,mix,39,1288,IN-Grid,1182,biomass,truck,484,87,25,9,India,predicted
Co-proj-2378,1 tonne,Copper,secondary,80,6149,CN-Grid,153,natural_gas,ship,979,93,39,17,Europe,predicted
Al-proj-2379,1 tonne,Aluminium,mix,56,4888,EU-Grid,1538,biomass,rail,470,96,48,44,Europe,predicted
Co-proj-2380,1 tonne,Copper,primary,55,12574,IN-Grid,1757,coal,ship,107,89,63,8,USA,predicted
Al-proj-2381,1 tonne,Aluminium,primary,77,7410,CN-Grid,1636,coal,ship,1411,85,53,6,China,user
Al-proj-2382,1 tonne,Aluminium,primary,56,10860,EU-Grid,704,natural_gas,rail,416,89,54,12,China,user
Co-proj-2383,1 tonne,Copper,primary,86,19908,CN-Grid,1332,coal,truck,1110,87,45,45,India,predicted
Al-proj-2384,1 tonne,Aluminium,secondary,67,663,EU-Grid,1702,oil,rail,921,91,93,30,China,extracted
Al-proj-2385,1 tonne,Aluminium,mix,78,1938,CN-Grid,1481,biomass,rail,513,94,75,14,India,user
Al-proj-2386,1 tonne,Aluminium,secondary,50,4747,US-Grid,936,natural_gas,truck,1352,88,76,33,China,user
Co-proj-2387,1 tonne,Copper,secondary,30,2224,US-Grid,1371,biomass,ship,1776,92,59,45,China,user
Al-proj-2388,1 tonne,Aluminium,secondary,83,4411,CN-Grid,905,coal,truck,997,99,47,48,USA,extracted
Al-proj-2389,1 tonne,Aluminium,secondary,50,1517,EU-Grid,554,biomass,rail,183,95,86,9,China,extracted
Co-proj-2390,1 tonne,Copper,primary,73,18933,CN-Grid,371,coal,rail,1016,94,27,33,China,user
Co-proj-2391,1 tonne,Copper,mix,74,7191,CN-Grid,1658,natural_gas,rail,1757,89,33,49,China,predicted
Al-proj-2392,1 tonne,Aluminium,secondary,25,598,IN-Grid,793,natural_gas,ship,52,93,27,25,China,predicted
Al-proj-2393,1 tonne,Aluminium,secondary,81,2327,IN-Grid,1174,coal,rail,868,90,86,34,USA,user
Co-proj-2394,1 tonne,Copper,secondary,63,5491,IN-Grid,1450,natural_gas,rail,386,99,41,46,USA,user
Co-proj-2395,1 tonne,Copper,mix,41,3798,EU-Grid,918,biomass,truck,415,93,63,38,USA,extracted
Co-proj-2396,1 tonne,Copper,mix,89,6720,US-Grid,1610,biomass,ship,1699,86,28,39,Europe,user
Al-proj-2397,1 tonne,Aluminium,mix,71,1291,CN-Grid,1579,natural_gas,ship,297,87,64,30,Europe,predicted
Co-proj-2398,1 tonne,Copper,mix,60,6151,IN-Grid,1293,biomass,rail,586,87,74,27,Europe,extracted
Al-proj-2399,1 tonne,Aluminium,mix,39,2272,IN-Grid,466,natural_gas,ship,1333,92,23,46,USA,predicted
Co-proj-2400,1 tonne,Copper,mix,62,4778,EU-Grid,1625,oil,rail,408,97,77,44,India,predicted
Co-proj-2401,1 tonne,Copper,primary,32,12500,IN-Grid,482,coal,ship,321,98,26,47,India,extracted
Co-proj-2402,1 tonne,Copper,mix,20,7483,IN-Grid,861,oil,rail,1752,98,40,8,India,extracted
Al-proj-2403,1 tonne,Aluminium,primary,79,10221,IN-Grid,1656,natural_gas,truck,1777,92,82,43,USA,user
Co-proj-2404,1 tonne,Copper,primary,47,19310,US-Grid,1377,coal,ship,804,86,88,35,USA,user
Al-proj-2405,1 tonne,Aluminium,primary,84,3321,US-Grid,1048,coal,rail,871,90,85,43,China,user
Co-proj-2406,1 tonne,Copper,primary,30,6853,IN-Grid,1135,oil,truck,1207,93,54,45,Europe,predicted
Co-proj-2407,1 tonne,Copper,mix,27,1390,US-Grid,1837,coal,ship,1344,92,88,21,USA,extracted
Al-proj-2408,1 tonne,Aluminium,primary,24,13008,CN-Grid,1754,natural_gas,rail,661,88,84,37,China,user
Co-proj-2409,1 tonne,Copper,mix,52,1831,CN-Grid,1767,biomass,truck,303,97,50,33,China,user
Al-proj-2410,1 tonne,Aluminium,secondary,90,4556,US-Grid,103,biomass,truck,1746,87,94,32,China,extracted
Co-proj-2411,1 tonne,Copper,primary,53,19971,IN-Grid,1270,natural_gas,truck,326,98,82,30,Europe,extracted
Co-proj-2412,1 tonne,Copper,mix,47,5485,CN-Grid,1792,natural_gas,truck,1878,91,65,40,Europe,extracted
Co-proj-2413,1 tonne,Copper,secondary,25,3394,IN-Grid,359,biomass,rail,191,97,58,48,Europe,user
Co-proj-2414,1 tonne,Copper,mix,87,6933,CN-Grid,1998,coal,rail,680,89,47,39,USA,user
Co-proj-2415,1 tonne,Copper,primary,35,16884,US-Grid,595,natural_gas,rail,1731,87,67,45,Europe,user
Co-proj-2416,1 tonne,Copper,primary,40,13134,IN-Grid,1558,natural_gas,rail,384,88,91,34,India,user
Al-proj-2417,1 tonne,Aluminium,primary,55,4794,US-Grid,676,oil,truck,1518,96,37,5,India,extracted
Co-proj-2418,1 tonne,Copper,secondary,49,6415,EU-Grid,280,oil,ship,184,96,79,23,India,extracted
Co-proj-2419,1 tonne,Copper,mix,24,3063,CN-Grid,1870,oil,ship,610,99,86,24,India,extracted
Al-proj-2420,1 tonne,Aluminium,primary,75,4504,EU-Grid,380,biomass,truck,1633,91,93,37,Europe,extracted
Co-proj-2421,1 tonne,Copper,secondary,90,929,IN-Grid,129,biomass,rail,1423,86,90,50,India,user
Al-proj-2422,1 tonne,Aluminium,secondary,49,4852,US-Grid,735,natural_gas,truck,1265,89,65,28,China,predicted
Co-proj-2423,1 tonne,Copper,mix,28,6208,EU-Grid,1219,coal,ship,1168,91,59,47,China,user
Al-proj-2424,1 tonne,Aluminium,primary,21,3067,CN-Grid,75,natural_gas,rail,1524,91,90,16,China,extracted
Co-proj-2425,1 tonne,Copper,secondary,58,5257,EU-Grid,1058,coal,truck,1897,92,86,25,USA,predicted
Co-proj-2426,1 tonne,Copper,secondary,85,3112,US-Grid,290,oil,ship,1222,96,62,10,USA,predicted
Al-proj-2427,1 tonne,Aluminium,secondary,39,1858,CN-Grid,580,oil,ship,1830,93,32,24,Europe,user
Al-proj-2428,1 tonne,Aluminium,mix,48,2036,CN-Grid,1185,biomass,ship,1827,88,31,40,China,predicted
Al-proj-2429,1 tonne,Aluminium,mix,34,2849,EU-Grid,886,natural_gas,rail,1818,90,32,17,USA,predicted
Co-proj-2430,1 tonne,Copper,secondary,46,2733,IN-Grid,1451,oil,truck,363,99,39,18,USA,user
Al-proj-2431,1 tonne,Aluminium,secondary,57,3540,EU-Grid,1342,coal,rail,1663,88,87,31,India,extracted
Al-proj-2432,1 tonne,Aluminium,secondary,89,3589,CN-Grid,666,coal,rail,1835,93,36,49,USA,user
Co-proj-2433,1 tonne,Copper,secondary,53,4555,CN-Grid,561,coal,truck,1633,85,23,6,China,user
Al-proj-2434,1 tonne,Aluminium,mix,29,4268,IN-Grid,857,natural_gas,truck,768,93,44,46,China,user
Co-proj-2435,1 tonne,Copper,secondary,25,4847,EU-Grid,53,oil,truck,1796,93,54,25,India,extracted
Al-proj-2436,1 tonne,Aluminium,primary,33,8019,EU-Grid,704,oil,ship,965,89,50,29,USA,extracted
Co-proj-2437,1 tonne,Copper,primary,86,5522,EU-Grid,649,coal,truck,1852,88,43,48,India,predicted
Al-proj-2438,1 tonne,Aluminium,secondary,22,3760,US-Grid,1505,biomass,rail,1573,87,70,21,China,extracted
Al-proj-2439,1 tonne,Aluminium,secondary,69,4801,IN-Grid,453,biomass,ship,715,87,90,48,China,predicted
Co-proj-2440,1 tonne,Copper,primary,23,23987,EU-Grid,1537,natural_gas,truck,1636,88,54,42,India,predicted
Co-proj-2441,1 tonne,Copper,primary,32,20074,EU-Grid,207,biomass,truck,823,89,46,48,China,user
Al-proj-2442,1 tonne,Aluminium,mix,59,1378,EU-Grid,61,biomass,ship,567,87,94,26,USA,extracted
Co-proj-2443,1 tonne,Copper,mix,71,2990,EU-Grid,257,coal,truck,1350,90,33,9,China,predicted
Al-proj-2444,1 tonne,Aluminium,primary,27,13856,IN-Grid,64,coal,truck,455,98,88,16,China,extracted
Al-proj-2445,1 tonne,Aluminium,primary,75,7362,EU-Grid,841,oil,rail,133,85,34,49,Europe,predicted
